10000,0.9787
20000,0.9399
30000,0.9361
40000,0.9218
50000,0.9402
60000,0.9351
70000,0.9471
80000,0.9247
90000,0.9072
100000,0.928
110000,0.9333
120000,0.9064
130000,0.9244
140000,0.933
150000,0.9089
160000,0.9079
170000,0.936
180000,0.9431
190000,0.9301
200000,0.9246
210000,0.9258
220000,0.9315
230000,0.9419
240000,0.9275
250000,0.9211
260000,0.9263
270000,0.9291
280000,0.8975
290000,0.9421
300000,0.9011
310000,0.9055
320000,0.905
330000,0.9301
340000,0.9084
350000,0.9221
360000,0.9264
370000,0.9165
380000,0.9125
390000,0.9031
400000,0.9045
410000,0.9096
420000,0.9036
430000,0.9125
440000,0.942
450000,0.9077
460000,0.9138
470000,0.909
480000,0.9227
490000,0.92
500000,0.9131
510000,0.919
520000,0.907
530000,0.9193
540000,0.9264
550000,0.9223
560000,0.9153
570000,0.944
580000,0.9129
590000,0.9462
600000,0.9306
610000,0.9251
620000,0.9202
630000,0.9548
640000,0.9365
650000,0.92
660000,0.9212
670000,0.9226
680000,0.9191
690000,0.9251
700000,0.9005
710000,0.9215
720000,0.922
730000,0.8985
740000,0.9153
750000,0.9201
760000,0.9122
770000,0.9121
780000,0.9397
790000,0.9175
800000,0.9292
810000,0.9205
820000,0.9114
830000,0.906
840000,0.9338
850000,0.9224
860000,0.9357
870000,0.9283
880000,0.9339
890000,0.9076
900000,0.9295
910000,0.9345
920000,0.9133
930000,0.9263
940000,0.8974
950000,0.9332
960000,0.8904
970000,0.9282
980000,0.9193
990000,0.9243
1000000,0.9321
