10000,1.4696
20000,1.2461
30000,1.12
40000,1.0864
50000,1.056
60000,1.0366
70000,1.0238
80000,1.0242
90000,1.0134
100000,0.9998
110000,0.9939
120000,1.0156
130000,0.9911
140000,0.985
150000,0.9806
160000,0.9862
170000,0.9838
180000,0.9647
190000,0.9839
200000,0.9772
210000,0.9721
220000,0.9718
230000,0.9783
240000,0.9668
250000,0.9659
260000,0.9754
270000,0.9728
280000,0.9705
290000,0.9616
300000,0.9739
310000,0.9693
320000,0.958
330000,0.982
340000,0.9729
350000,0.9607
360000,0.9528
370000,0.9534
380000,0.96
390000,0.9681
400000,0.9627
410000,0.9578
420000,0.9609
430000,0.9601
440000,0.96
450000,0.9667
460000,0.9625
470000,0.9616
480000,0.9512
490000,0.9536
500000,0.9457
510000,0.9607
520000,0.9643
530000,0.9609
540000,0.9679
550000,0.9655
560000,0.9416
570000,0.952
580000,0.9529
590000,0.9594
600000,0.9298
610000,0.9622
620000,0.9444
630000,0.9473
640000,0.9678
650000,0.9767
660000,0.9528
670000,0.9579
680000,0.9553
690000,0.9621
700000,0.9617
710000,0.9484
720000,0.9493
730000,0.9604
740000,0.9492
750000,0.9514
760000,0.9427
770000,0.9412
780000,0.9511
790000,0.9475
800000,0.9578
810000,0.9471
820000,0.9552
830000,0.9419
840000,0.9467
850000,0.9487
860000,0.9529
870000,0.9442
880000,0.9589
890000,0.9675
900000,0.9545
910000,0.9306
920000,0.9465
930000,0.9449
940000,0.943
950000,0.9589
960000,0.9493
970000,0.9367
980000,0.9464
990000,0.938
1000000,0.9563
