10000,0.7239
20000,0.728
30000,0.7176
40000,0.708
50000,0.702
60000,0.6945
70000,0.69
80000,0.6872
90000,0.6805
100000,0.6802
110000,0.6766
120000,0.6717
130000,0.6701
140000,0.665
150000,0.665
160000,0.658
170000,0.6528
180000,0.6499
190000,0.6469
200000,0.6464
210000,0.6454
220000,0.6432
230000,0.6438
240000,0.6418
250000,0.6427
260000,0.6397
270000,0.6388
280000,0.6393
290000,0.6388
300000,0.6361
310000,0.6373
320000,0.6353
330000,0.6341
340000,0.6371
350000,0.6359
360000,0.634
370000,0.6327
380000,0.6344
390000,0.6325
400000,0.6324
410000,0.6323
420000,0.631
430000,0.6312
440000,0.6319
450000,0.6286
460000,0.6296
470000,0.6289
480000,0.6268
490000,0.6279
500000,0.6276
510000,0.6284
520000,0.6265
530000,0.627
540000,0.6243
550000,0.6234
560000,0.6254
570000,0.6241
580000,0.6231
590000,0.6246
600000,0.6227
610000,0.6233
620000,0.623
630000,0.6215
640000,0.6212
650000,0.6214
660000,0.6212
670000,0.6208
680000,0.6175
690000,0.6172
700000,0.6187
710000,0.6172
720000,0.6169
730000,0.6168
740000,0.6177
750000,0.6161
760000,0.6155
770000,0.6163
780000,0.617
790000,0.6133
800000,0.6141
810000,0.6136
820000,0.6109
830000,0.6127
840000,0.6131
850000,0.6125
860000,0.6125
870000,0.611
880000,0.6116
890000,0.611
900000,0.6113
910000,0.6123
920000,0.6096
930000,0.6103
940000,0.6102
950000,0.6106
960000,0.6103
970000,0.6089
980000,0.6095
990000,0.6101
1000000,0.6097
