10000,1.3771
20000,1.1025
30000,1.0223
40000,0.9975
50000,0.9805
60000,0.9699
70000,0.9607
80000,0.9716
90000,0.9619
100000,0.9527
110000,0.949
120000,0.9742
130000,0.9516
140000,0.9477
150000,0.945
160000,0.9504
170000,0.95
180000,0.9329
190000,0.9531
200000,0.9469
210000,0.9447
220000,0.9467
230000,0.9545
240000,0.9421
250000,0.9395
260000,0.9529
270000,0.9494
280000,0.9475
290000,0.9356
300000,0.9523
310000,0.9447
320000,0.9382
330000,0.9629
340000,0.9542
350000,0.9428
360000,0.9328
370000,0.935
380000,0.9379
390000,0.9507
400000,0.9446
410000,0.938
420000,0.9443
430000,0.9421
440000,0.9423
450000,0.9507
460000,0.9473
470000,0.945
480000,0.9344
490000,0.9377
500000,0.9287
510000,0.9434
520000,0.9495
530000,0.9468
540000,0.9545
550000,0.9519
560000,0.9273
570000,0.9356
580000,0.9371
590000,0.9464
600000,0.9137
610000,0.9473
620000,0.9304
630000,0.9341
640000,0.9553
650000,0.9628
660000,0.9378
670000,0.9456
680000,0.9434
690000,0.9461
700000,0.9482
710000,0.9348
720000,0.9363
730000,0.9474
740000,0.9392
750000,0.938
760000,0.9317
770000,0.9264
780000,0.9365
790000,0.9352
800000,0.9474
810000,0.9344
820000,0.943
830000,0.9288
840000,0.9354
850000,0.9358
860000,0.9413
870000,0.9326
880000,0.9467
890000,0.9557
900000,0.9447
910000,0.92
920000,0.9342
930000,0.9333
940000,0.9316
950000,0.9487
960000,0.9389
970000,0.9248
980000,0.9346
990000,0.9248
1000000,0.9436
