10000,0.6355
20000,0.5123
30000,0.4893
40000,0.4865
50000,0.4775
60000,0.472
70000,0.4736
80000,0.4647
90000,0.4719
100000,0.4632
110000,0.4585
120000,0.4625
130000,0.4607
140000,0.4623
150000,0.4553
160000,0.463
170000,0.4692
180000,0.4544
190000,0.4591
200000,0.466
210000,0.4669
220000,0.4639
230000,0.4631
240000,0.4622
250000,0.4629
260000,0.4582
270000,0.455
280000,0.4629
290000,0.4599
300000,0.4638
310000,0.4579
320000,0.4669
330000,0.466
340000,0.4646
350000,0.4655
360000,0.454
370000,0.4514
380000,0.4666
390000,0.4547
400000,0.4613
410000,0.4459
420000,0.4617
430000,0.4549
440000,0.4645
450000,0.4568
460000,0.4571
470000,0.4569
480000,0.4554
490000,0.46
500000,0.4614
510000,0.4664
520000,0.4581
530000,0.4634
540000,0.4575
550000,0.4694
560000,0.4593
570000,0.4583
580000,0.4611
590000,0.4648
600000,0.4606
610000,0.4601
620000,0.4675
630000,0.457
640000,0.4551
650000,0.4641
660000,0.4683
670000,0.459
680000,0.4553
690000,0.4553
700000,0.4582
710000,0.4554
720000,0.461
730000,0.4476
740000,0.4648
750000,0.4685
760000,0.456
770000,0.4507
780000,0.4647
790000,0.4541
800000,0.4508
810000,0.4557
820000,0.4582
830000,0.4568
840000,0.4714
850000,0.466
860000,0.4552
870000,0.4653
880000,0.4524
890000,0.466
900000,0.4615
910000,0.4582
920000,0.4531
930000,0.4634
940000,0.4575
950000,0.4632
960000,0.4695
970000,0.4589
980000,0.4521
990000,0.4561
1000000,0.4587
