10000,1.4154
20000,1.1535
30000,1.0575
40000,1.0275
50000,1.0065
60000,0.9928
70000,0.9836
80000,0.9906
90000,0.9806
100000,0.9715
110000,0.9678
120000,0.9904
130000,0.9676
140000,0.963
150000,0.9592
160000,0.9653
170000,0.9649
180000,0.9471
190000,0.9658
200000,0.9585
210000,0.9549
220000,0.9558
230000,0.9625
240000,0.9497
250000,0.9489
260000,0.9608
270000,0.9575
280000,0.9558
290000,0.9431
300000,0.9586
310000,0.9527
320000,0.9448
330000,0.9694
340000,0.9612
350000,0.9479
360000,0.9394
370000,0.9398
380000,0.9443
390000,0.9563
400000,0.9498
410000,0.9436
420000,0.9494
430000,0.9468
440000,0.9466
450000,0.9549
460000,0.9509
470000,0.9496
480000,0.9399
490000,0.9411
500000,0.9322
510000,0.9477
520000,0.9528
530000,0.9492
540000,0.9567
550000,0.9571
560000,0.9306
570000,0.9388
580000,0.9412
590000,0.9489
600000,0.9197
610000,0.9505
620000,0.9345
630000,0.9369
640000,0.9584
650000,0.9649
660000,0.9406
670000,0.9479
680000,0.9455
690000,0.9499
700000,0.9515
710000,0.9381
720000,0.9385
730000,0.9505
740000,0.942
750000,0.941
760000,0.9337
770000,0.9292
780000,0.94
790000,0.9379
800000,0.9503
810000,0.9371
820000,0.9469
830000,0.9335
840000,0.9375
850000,0.9399
860000,0.9446
870000,0.9354
880000,0.9508
890000,0.9589
900000,0.9464
910000,0.923
920000,0.9376
930000,0.9356
940000,0.9346
950000,0.9504
960000,0.9417
970000,0.9278
980000,0.9383
990000,0.9298
1000000,0.9457
